user_id,gender_code,gender,age_code,age,occupation_code,occupation,zip,cluster
3832,F,Female,25,25-34,7,Executive/Managerial,43214,9
3837,M,Male,25,25-34,17,Technician/Engineer,28804,9
3884,M,Male,18,18-24,4,College/Grad Student,78759,9
3885,M,Male,25,25-34,12,Programmer,92728,9
3888,M,Male,45,45-49,17,Technician/Engineer,02067,9
3922,M,Male,18,18-24,4,College/Grad Student,53211,9
3940,M,Male,35,35-44,20,Writer,32708,9
4030,M,Male,35,35-44,7,Executive/Managerial,89128,9
4078,M,Male,25,25-34,15,Scientist,28226,9
4088,M,Male,25,25-34,3,Clerical/Admin,77057,9
4122,M,Male,18,18-24,19,Unemployed,82070,9
4152,M,Male,25,25-34,14,Sales/Marketing,74114,9
4203,M,Male,25,25-34,18,Tradesman/Craftsman,58270,9
4225,F,Female,25,25-34,3,Clerical/Admin,48197,9
4233,M,Male,35,35-44,4,College/Grad Student,37917,9
4298,F,Female,18,18-24,14,Sales/Marketing,85705,9
4303,M,Male,25,25-34,2,Artist,91910,9
4362,M,Male,25,25-34,17,Technician/Engineer,85016,9
4401,M,Male,18,18-24,4,College/Grad Student,10027,9
4451,M,Male,25,25-34,14,Sales/Marketing,30101,9
4456,F,Female,35,35-44,2,Artist,49770,9
4457,M,Male,35,35-44,14,Sales/Marketing,95492,9
4466,M,Male,35,35-44,11,Lawyer,10022,9
4508,M,Male,25,25-34,20,Writer,15701,9
4526,M,Male,25,25-34,20,Writer,10012,9
4543,M,Male,25,25-34,2,Artist,11105,9
4631,M,Male,18,18-24,4,College/Grad Student,94111,9
4647,M,Male,35,35-44,20,Writer,80222,9
4681,F,Female,35,35-44,15,Scientist,06119,9
4737,M,Male,35,35-44,16,Self-Employed,19003,9
4779,M,Male,45,45-49,3,Clerical/Admin,04011,9
4823,M,Male,18,18-24,4,College/Grad Student,46219,9
4898,M,Male,25,25-34,1,Academic/Educator,27713,9
4899,M,Male,25,25-34,12,Programmer,94402,9
4928,F,Female,25,25-34,3,Clerical/Admin,92103,9
4933,M,Male,25,25-34,15,Scientist,94040,9
4947,M,Male,35,35-44,17,Technician/Engineer,90035,9
4951,F,Female,35,35-44,17,Technician/Engineer,90291,9
5008,M,Male,25,25-34,20,Writer,60615,9
5025,M,Male,25,25-34,20,Writer,60615,9
5038,M,Male,25,25-34,20,Writer,10010,9
5046,M,Male,25,25-34,16,Self-Employed,60614,9
5047,M,Male,45,45-49,6,Doctor/Health Care,23452,9
5049,M,Male,25,25-34,12,Programmer,60613,9
5070,M,Male,25,25-34,2,Artist,55344,9
5076,M,Male,25,25-34,3,Clerical/Admin,19147,9
5077,M,Male,25,25-34,2,Artist,20037,9
5082,M,Male,35,35-44,1,Academic/Educator,23185,9
5086,M,Male,25,25-34,1,Academic/Educator,23462,9
5161,M,Male,25,25-34,4,College/Grad Student,30052,9
5184,M,Male,18,18-24,20,Writer,67212,9
5220,M,Male,25,25-34,7,Executive/Managerial,91436,9
5223,M,Male,56,56+,10,K-12 Student,11361,9
5260,M,Male,35,35-44,7,Executive/Managerial,78705,9
5265,M,Male,45,45-49,1,Academic/Educator,97405,9
5300,M,Male,25,25-34,20,Writer,94111,9
5321,M,Male,25,25-34,4,College/Grad Student,02457,9
5323,M,Male,25,25-34,20,Writer,94122,9
5367,M,Male,18,18-24,4,College/Grad Student,55344,9
5369,M,Male,25,25-34,15,Scientist,02139,9
5371,M,Male,25,25-34,11,Lawyer,55408,9
5434,F,Female,25,25-34,7,Executive/Managerial,60618,9
5452,M,Male,35,35-44,6,Doctor/Health Care,10011,9
5464,M,Male,35,35-44,7,Executive/Managerial,77079,9
5466,M,Male,25,25-34,12,Programmer,98033,9
5475,M,Male,25,25-34,4,College/Grad Student,94110,9
5493,M,Male,35,35-44,12,Programmer,96797,9
5522,M,Male,25,25-34,14,Sales/Marketing,02460,9
5539,F,Female,25,25-34,20,Writer,91403,9
5557,M,Male,35,35-44,14,Sales/Marketing,33701,9
5566,M,Male,35,35-44,7,Executive/Managerial,20901,9
5573,F,Female,35,35-44,1,Academic/Educator,14619,9
5585,M,Male,25,25-34,4,College/Grad Student,10016,9
5625,M,Male,25,25-34,1,Academic/Educator,01760,9
5629,M,Male,25,25-34,14,Sales/Marketing,02465,9
5630,M,Male,35,35-44,17,Technician/Engineer,06854,9
5654,M,Male,25,25-34,4,College/Grad Student,95616,9
5661,F,Female,25,25-34,15,Scientist,03255,9
5667,M,Male,35,35-44,7,Executive/Managerial,10009,9
5684,M,Male,18,18-24,16,Self-Employed,94110,9
5722,M,Male,25,25-34,20,Writer,48103,9
5750,M,Male,18,18-24,1,Academic/Educator,04101,9
5754,F,Female,18,18-24,1,Academic/Educator,60640,9
5763,F,Female,25,25-34,1,Academic/Educator,08904,9
5775,M,Male,25,25-34,11,Lawyer,10024,9
5792,M,Male,25,25-34,17,Technician/Engineer,43201,9
5809,M,Male,25,25-34,7,Executive/Managerial,37206,9
5890,M,Male,35,35-44,20,Writer,77008,9
5893,M,Male,25,25-34,7,Executive/Managerial,02139,9
5938,M,Male,25,25-34,1,Academic/Educator,35401,9
5950,M,Male,25,25-34,4,College/Grad Student,19713,9
6040,M,Male,25,25-34,6,Doctor/Health Care,11106,9
101,F,Female,18,18-24,3,Clerical/Admin,33314,10
103,M,Male,45,45-49,7,Executive/Managerial,92104,10
129,M,Male,25,25-34,11,Lawyer,20164,10
148,M,Male,50,50-55,17,Technician/Engineer,57747,10
210,F,Female,1,Under 18,10,K-12 Student,25801,10
223,M,Male,25,25-34,17,Technician/Engineer,28262,10
260,M,Male,18,18-24,19,Unemployed,98126,10
337,M,Male,18,18-24,19,Unemployed,80205,10
372,F,Female,18,18-24,4,College/Grad Student,72227,10
475,F,Female,25,25-34,2,Artist,55421,10
543,M,Male,25,25-34,5,Customer Service,55057,10
608,M,Male,18,18-24,4,College/Grad Student,18011,10
639,M,Male,45,45-49,17,Technician/Engineer,85202,10
646,M,Male,35,35-44,7,Executive/Managerial,08505,10
647,M,Male,35,35-44,12,Programmer,85224,10
714,M,Male,18,18-24,4,College/Grad Student,76013,10
716,M,Male,18,18-24,4,College/Grad Student,98188,10
721,F,Female,35,35-44,9,Homemaker,97520,10
785,M,Male,18,18-24,19,Unemployed,29307,10
869,M,Male,18,18-24,20,Writer,92026,10
890,M,Male,18,18-24,4,College/Grad Student,92153,10
935,M,Male,35,35-44,14,Sales/Marketing,60538,10
937,M,Male,25,25-34,15,Scientist,60513,10
1030,M,Male,25,25-34,7,Executive/Managerial,97303,10
1031,M,Male,35,35-44,16,Self-Employed,19803,10
1198,M,Male,1,Under 18,10,K-12 Student,49544,10
1219,M,Male,25,25-34,7,Executive/Managerial,12206,10
1358,M,Male,35,35-44,17,Technician/Engineer,49508,10
1434,F,Female,1,Under 18,10,K-12 Student,495321,10
1470,M,Male,18,18-24,4,College/Grad Student,94118,10
1647,M,Male,18,18-24,18,Tradesman/Craftsman,98118,10
1667,M,Male,50,50-55,16,Self-Employed,98516,10
1675,F,Female,25,25-34,6,Doctor/Health Care,97116,10
1676,M,Male,18,18-24,4,College/Grad Student,91301,10
1737,M,Male,35,35-44,20,Writer,46614,10
1741,M,Male,35,35-44,7,Executive/Managerial,91107,10
1983,M,Male,25,25-34,14,Sales/Marketing,92109,10
2015,M,Male,18,18-24,4,College/Grad Student,01003,10
2063,M,Male,25,25-34,4,College/Grad Student,43138,10
2088,M,Male,50,50-55,7,Executive/Managerial,60618,10
2165,M,Male,25,25-34,7,Executive/Managerial,32836,10
2166,M,Male,1,Under 18,10,K-12 Student,99203,10
2180,M,Male,25,25-34,12,Programmer,27713-9225,10
2186,M,Male,18,18-24,5,Customer Service,41018,10
2195,M,Male,1,Under 18,10,K-12 Student,60148,10
2203,M,Male,45,45-49,12,Programmer,53718,10
2282,M,Male,50,50-55,2,Artist,32117,10
2304,M,Male,45,45-49,12,Programmer,94103,10
2378,M,Male,25,25-34,3,Clerical/Admin,75150,10
2458,M,Male,25,25-34,7,Executive/Managerial,85040,10
2500,M,Male,56,56+,1,Academic/Educator,29672,10
2793,M,Male,35,35-44,7,Executive/Managerial,70116,10
2887,M,Male,25,25-34,3,Clerical/Admin,66205,10
2894,M,Male,18,18-24,4,College/Grad Student,44130,10
2903,M,Male,25,25-34,16,Self-Employed,20850,10
2907,F,Female,35,35-44,5,Customer Service,12345,10
2909,M,Male,25,25-34,7,Executive/Managerial,43228,10
2995,M,Male,25,25-34,15,Scientist,97333,10
3024,M,Male,35,35-44,17,Technician/Engineer,14302,10
3056,M,Male,25,25-34,18,Tradesman/Craftsman,10309,10
3191,M,Male,25,25-34,12,Programmer,27707,10
3242,M,Male,50,50-55,13,Retired,94089,10
3311,M,Male,25,25-34,4,College/Grad Student,90039,10
3377,M,Male,25,25-34,17,Technician/Engineer,03570,10
3400,M,Male,25,25-34,14,Sales/Marketing,08742,10
3414,M,Male,25,25-34,17,Technician/Engineer,75146,10
3416,M,Male,25,25-34,12,Programmer,20850,10
3434,M,Male,18,18-24,4,College/Grad Student,48867,10
3483,F,Female,45,45-49,7,Executive/Managerial,30260,10
3539,F,Female,25,25-34,4,College/Grad Student,77006,10
3540,M,Male,18,18-24,17,Technician/Engineer,57106,10
3558,M,Male,18,18-24,17,Technician/Engineer,66044,10
3565,M,Male,25,25-34,18,Tradesman/Craftsman,53572,10
3610,M,Male,18,18-24,6,Doctor/Health Care,30064,10
3626,M,Male,25,25-34,17,Technician/Engineer,75075,10
3648,M,Male,18,18-24,4,College/Grad Student,85210,10
3681,M,Male,25,25-34,7,Executive/Managerial,29662,10
3716,M,Male,18,18-24,12,Programmer,36115,10
3823,M,Male,56,56+,7,Executive/Managerial,93711,10
3834,M,Male,18,18-24,2,Artist,02322,10
3853,M,Male,25,25-34,14,Sales/Marketing,92614,10
3902,M,Male,25,25-34,5,Customer Service,46239,10
3951,F,Female,18,18-24,4,College/Grad Student,60014,10
3992,M,Male,25,25-34,4,College/Grad Student,32653,10
3997,M,Male,35,35-44,17,Technician/Engineer,45255,10
3999,M,Male,35,35-44,17,Technician/Engineer,30701,10
4028,M,Male,25,25-34,4,College/Grad Student,02140,10
4041,M,Male,18,18-24,3,Clerical/Admin,48005,10
4156,M,Male,56,56+,20,Writer,95123,10
4213,M,Male,35,35-44,7,Executive/Managerial,63125,10
4242,M,Male,50,50-55,7,Executive/Managerial,78704,10
4243,M,Male,56,56+,7,Executive/Managerial,32137,10
4277,M,Male,35,35-44,16,Self-Employed,98133,10
4279,M,Male,25,25-34,16,Self-Employed,43215,10
4287,M,Male,25,25-34,7,Executive/Managerial,35244,10
4318,M,Male,25,25-34,5,Customer Service,02891,10
4351,M,Male,25,25-34,12,Programmer,37919,10
4388,M,Male,45,45-49,3,Clerical/Admin,75074,10
4448,M,Male,25,25-34,14,Sales/Marketing,06880,10
4470,M,Male,35,35-44,12,Programmer,15089,10
4472,F,Female,45,45-49,16,Self-Employed,14424,10
4491,M,Male,18,18-24,4,College/Grad Student,52405,10
4523,M,Male,18,18-24,2,Artist,55304,10
4585,M,Male,35,35-44,7,Executive/Managerial,30324,10
4671,M,Male,25,25-34,12,Programmer,94043,10
4801,M,Male,25,25-34,4,College/Grad Student,30349,10
4819,M,Male,35,35-44,18,Tradesman/Craftsman,17350,10
5011,M,Male,18,18-24,4,College/Grad Student,64154,10
5103,F,Female,35,35-44,16,Self-Employed,78222,10
5227,M,Male,18,18-24,10,K-12 Student,64050,10
5249,F,Female,45,45-49,14,Sales/Marketing,75006,10
5312,M,Male,25,25-34,1,Academic/Educator,10463,10
5365,M,Male,18,18-24,12,Programmer,90250,10
5386,M,Male,25,25-34,14,Sales/Marketing,60045,10
5504,M,Male,45,45-49,7,Executive/Managerial,85287-2702,10
5550,M,Male,35,35-44,15,Scientist,48187,10
5568,M,Male,18,18-24,4,College/Grad Student,49841,10
5679,M,Male,35,35-44,2,Artist,33020,10
5767,M,Male,25,25-34,2,Artist,75287,10
5780,M,Male,18,18-24,17,Technician/Engineer,92886,10
5837,M,Male,25,25-34,7,Executive/Managerial,60607,10
5854,M,Male,45,45-49,7,Executive/Managerial,33135,10
5862,F,Female,25,25-34,9,Homemaker,76120,10
6007,M,Male,35,35-44,17,Technician/Engineer,80537,10
5,M,Male,25,25-34,20,Writer,55455,11
150,M,Male,35,35-44,7,Executive/Managerial,98144,11
187,F,Female,45,45-49,1,Academic/Educator,94061,11
195,M,Male,25,25-34,12,Programmer,10458,11
287,M,Male,50,50-55,13,Retired,94706,11
303,M,Male,25,25-34,7,Executive/Managerial,20006,11
339,M,Male,50,50-55,7,Executive/Managerial,80207,11
509,M,Male,25,25-34,2,Artist,55125,11
551,M,Male,35,35-44,20,Writer,55116,11
558,M,Male,35,35-44,20,Writer,55108,11
590,F,Female,35,35-44,6,Doctor/Health Care,98032,11
673,M,Male,25,25-34,20,Writer,10023,11
706,M,Male,35,35-44,20,Writer,78664,11
752,F,Female,25,25-34,3,Clerical/Admin,97401,11
795,F,Female,35,35-44,14,Sales/Marketing,19147,11
801,F,Female,25,25-34,20,Writer,95776,11
873,M,Male,56,56+,6,Doctor/Health Care,19027,11
905,F,Female,45,45-49,12,Programmer,28655,11
952,M,Male,56,56+,16,Self-Employed,97478,11
966,M,Male,56,56+,2,Artist,92262,11
998,M,Male,45,45-49,20,Writer,10019,11
1001,M,Male,25,25-34,4,College/Grad Student,90210,11
1022,M,Male,25,25-34,3,Clerical/Admin,00918,11
1038,F,Female,56,56+,15,Scientist,20194,11
1069,M,Male,25,25-34,20,Writer,98105,11
1218,M,Male,56,56+,15,Scientist,13207,11
1227,M,Male,50,50-55,1,Academic/Educator,90027,11
1255,M,Male,25,25-34,17,Technician/Engineer,94110,11
1279,M,Male,35,35-44,1,Academic/Educator,98502,11
1281,M,Male,25,25-34,19,Unemployed,97209,11
1288,F,Female,35,35-44,19,Unemployed,92867,11
1374,M,Male,50,50-55,1,Academic/Educator,91403,11
1407,F,Female,35,35-44,15,Scientist,53704,11
1425,M,Male,1,Under 18,10,K-12 Student,08872,11
1491,M,Male,18,18-24,4,College/Grad Student,06511,11
1685,M,Male,35,35-44,12,Programmer,95833,11
1845,M,Male,25,25-34,2,Artist,10002,11
1865,F,Female,18,18-24,1,Academic/Educator,94606,11
1894,F,Female,35,35-44,7,Executive/Managerial,94602,11
1897,F,Female,50,50-55,2,Artist,94530,11
1954,M,Male,25,25-34,16,Self-Employed,91402,11
1980,M,Male,35,35-44,7,Executive/Managerial,06460,11
1988,F,Female,25,25-34,1,Academic/Educator,85224,11
2161,F,Female,35,35-44,2,Artist,95521,11
2174,M,Male,50,50-55,12,Programmer,87505,11
2221,M,Male,56,56+,17,Technician/Engineer,94931,11
2247,M,Male,45,45-49,2,Artist,60613,11
2376,M,Male,25,25-34,1,Academic/Educator,13210,11
2507,M,Male,25,25-34,4,College/Grad Student,94107,11
2628,F,Female,25,25-34,2,Artist,11217,11
2634,M,Male,56,56+,1,Academic/Educator,15701,11
2724,F,Female,45,45-49,2,Artist,27514,11
2737,M,Male,25,25-34,3,Clerical/Admin,50311,11
2825,F,Female,25,25-34,20,Writer,94014,11
2841,M,Male,50,50-55,12,Programmer,98056,11
2863,F,Female,25,25-34,2,Artist,27705,11
2913,F,Female,35,35-44,20,Writer,98119,11
2986,M,Male,25,25-34,4,College/Grad Student,24060,11
3072,M,Male,50,50-55,1,Academic/Educator,55126,11
3184,F,Female,25,25-34,18,Tradesman/Craftsman,21214,11
3200,F,Female,25,25-34,1,Academic/Educator,98144,11
3216,M,Male,35,35-44,1,Academic/Educator,54481,11
3227,F,Female,25,25-34,14,Sales/Marketing,60657,11
3229,F,Female,56,56+,1,Academic/Educator,93105,11
3299,F,Female,25,25-34,4,College/Grad Student,19119,11
3305,M,Male,56,56+,20,Writer,94708,11
3364,M,Male,56,56+,13,Retired,17033,11
3418,F,Female,18,18-24,3,Clerical/Admin,22305,11
3430,F,Female,45,45-49,1,Academic/Educator,15208,11
3518,F,Female,18,18-24,7,Executive/Managerial,11215,11
3664,F,Female,35,35-44,1,Academic/Educator,94043,11
3720,M,Male,45,45-49,7,Executive/Managerial,43065,11
3791,M,Male,50,50-55,18,Tradesman/Craftsman,60516,11
3882,M,Male,56,56+,14,Sales/Marketing,55337,11
3887,M,Male,18,18-24,4,College/Grad Student,80513,11
3985,M,Male,45,45-49,16,Self-Employed,01880,11
4168,F,Female,45,45-49,6,Doctor/Health Care,37766,11
4485,M,Male,25,25-34,4,College/Grad Student,64112,11
4580,F,Female,56,56+,13,Retired,97113,11
4593,F,Female,45,45-49,1,Academic/Educator,43202,11
4663,M,Male,25,25-34,4,College/Grad Student,92037,11
4685,M,Male,35,35-44,1,Academic/Educator,55454,11
4771,F,Female,25,25-34,4,College/Grad Student,04101,11
4790,F,Female,25,25-34,2,Artist,94133,11
4831,F,Female,25,25-34,1,Academic/Educator,04210,11
4843,M,Male,56,56+,1,Academic/Educator,04032,11
4861,M,Male,25,25-34,4,College/Grad Student,04309,11
4869,F,Female,45,45-49,6,Doctor/Health Care,04578,11
4890,F,Female,25,25-34,1,Academic/Educator,79928,11
4952,F,Female,25,25-34,14,Sales/Marketing,48067,11
4981,M,Male,50,50-55,1,Academic/Educator,55406,11
4995,M,Male,50,50-55,20,Writer,55419,11
5005,M,Male,45,45-49,16,Self-Employed,92807,11
5172,F,Female,35,35-44,11,Lawyer,05602,11
5329,F,Female,25,25-34,5,Customer Service,91773,11
5340,F,Female,50,50-55,3,Clerical/Admin,95032,11
5349,F,Female,50,50-55,2,Artist,97424,11
5387,F,Female,25,25-34,1,Academic/Educator,45056,11
5405,F,Female,50,50-55,7,Executive/Managerial,12866,11
5429,F,Female,25,25-34,1,Academic/Educator,02460,11
5450,M,Male,18,18-24,12,Programmer,02143,11
5526,F,Female,35,35-44,2,Artist,27514,11
5548,F,Female,18,18-24,4,College/Grad Student,02138,11
5653,M,Male,50,50-55,1,Academic/Educator,74105,11
5749,M,Male,25,25-34,2,Artist,94117,11
5806,F,Female,50,50-55,1,Academic/Educator,08826,11
5900,M,Male,25,25-34,7,Executive/Managerial,60628,11
5927,M,Male,35,35-44,14,Sales/Marketing,10003,11
5974,F,Female,25,25-34,1,Academic/Educator,32303,11
5976,F,Female,25,25-34,1,Academic/Educator,26542,11
5986,F,Female,56,56+,1,Academic/Educator,01060,11
5998,M,Male,18,18-24,4,College/Grad Student,61820,11
6016,M,Male,45,45-49,1,Academic/Educator,37209,11
6036,F,Female,25,25-34,15,Scientist,32603,11
8,M,Male,25,25-34,12,Programmer,11413,12
15,M,Male,25,25-34,7,Executive/Managerial,22903,12
18,F,Female,18,18-24,3,Clerical/Admin,95825,12
82,M,Male,25,25-34,17,Technician/Engineer,48380,12
169,M,Male,25,25-34,7,Executive/Managerial,55439,12
203,F,Female,18,18-24,4,College/Grad Student,53715,12
204,M,Male,25,25-34,7,Executive/Managerial,92123,12
229,M,Male,18,18-24,10,K-12 Student,04576,12
238,F,Female,50,50-55,7,Executive/Managerial,90291,12
261,M,Male,25,25-34,20,Writer,75801,12
267,M,Male,45,45-49,12,Programmer,55001,12
293,M,Male,56,56+,1,Academic/Educator,55337-4056,12
308,M,Male,25,25-34,2,Artist,10025,12
319,F,Female,50,50-55,6,Doctor/Health Care,33436,12
331,M,Male,25,25-34,7,Executive/Managerial,55902,12
352,M,Male,18,18-24,4,College/Grad Student,60115,12
355,M,Male,18,18-24,3,Clerical/Admin,55107,12
392,M,Male,18,18-24,7,Executive/Managerial,20037,12
403,M,Male,18,18-24,4,College/Grad Student,02138,12
409,M,Male,18,18-24,12,Programmer,55122,12
412,M,Male,35,35-44,15,Scientist,55117,12
424,M,Male,25,25-34,17,Technician/Engineer,55112,12
425,M,Male,25,25-34,12,Programmer,55303,12
452,M,Male,50,50-55,17,Technician/Engineer,55117,12
480,F,Female,18,18-24,4,College/Grad Student,55422,12
493,M,Male,50,50-55,7,Executive/Managerial,55016,12
531,F,Female,18,18-24,14,Sales/Marketing,22206,12
593,F,Female,50,50-55,1,Academic/Educator,91711,12
595,M,Male,25,25-34,7,Executive/Managerial,10019,12
669,M,Male,25,25-34,17,Technician/Engineer,30307,12
676,M,Male,18,18-24,16,Self-Employed,55129,12
727,M,Male,35,35-44,11,Lawyer,94061,12
728,M,Male,25,25-34,6,Doctor/Health Care,11598,12
746,F,Female,18,18-24,19,Unemployed,95019,12
818,M,Male,18,18-24,4,College/Grad Student,60107,12
897,M,Male,25,25-34,6,Doctor/Health Care,92130,12
934,F,Female,35,35-44,7,Executive/Managerial,97401,12
955,F,Female,50,50-55,7,Executive/Managerial,94941,12
957,M,Male,35,35-44,1,Academic/Educator,29706,12
960,M,Male,1,Under 18,10,K-12 Student,45244,12
973,F,Female,25,25-34,1,Academic/Educator,80026,12
987,F,Female,35,35-44,17,Technician/Engineer,48098,12
999,M,Male,25,25-34,15,Scientist,62558,12
1050,M,Male,25,25-34,1,Academic/Educator,97302,12
1064,M,Male,25,25-34,7,Executive/Managerial,91344,12
1088,F,Female,1,Under 18,10,K-12 Student,98103,12
1109,M,Male,18,18-24,10,K-12 Student,45904,12
1112,M,Male,18,18-24,6,Doctor/Health Care,19104,12
1117,M,Male,18,18-24,14,Sales/Marketing,10017,12
1121,M,Male,56,56+,7,Executive/Managerial,78701,12
1128,M,Male,25,25-34,1,Academic/Educator,72701,12
1139,M,Male,25,25-34,1,Academic/Educator,93420-2852,12
1164,F,Female,25,25-34,19,Unemployed,90020,12
1173,F,Female,25,25-34,7,Executive/Managerial,10019,12
1194,F,Female,25,25-34,1,Academic/Educator,95617,12
1196,F,Female,18,18-24,14,Sales/Marketing,22203,12
1199,M,Male,50,50-55,13,Retired,77459,12
1203,F,Female,25,25-34,1,Academic/Educator,06417,12
1266,M,Male,25,25-34,4,College/Grad Student,18104,12
1284,M,Male,45,45-49,16,Self-Employed,33334,12
1298,M,Male,35,35-44,6,Doctor/Health Care,33615,12
1354,F,Female,25,25-34,2,Artist,94040,12
1389,M,Male,25,25-34,17,Technician/Engineer,19801,12
1393,M,Male,18,18-24,4,College/Grad Student,06430,12
1447,M,Male,18,18-24,4,College/Grad Student,80521,12
1448,F,Female,25,25-34,3,Clerical/Admin,17522,12
1451,M,Male,35,35-44,20,Writer,90012,12
1457,M,Male,25,25-34,1,Academic/Educator,95472,12
1542,M,Male,18,18-24,17,Technician/Engineer,12054,12
1546,M,Male,25,25-34,4,College/Grad Student,22903,12
1613,M,Male,18,18-24,20,Writer,61801,12
1639,M,Male,25,25-34,17,Technician/Engineer,95405,12
1666,M,Male,25,25-34,14,Sales/Marketing,15241,12
1696,M,Male,35,35-44,7,Executive/Managerial,95765,12
1697,F,Female,18,18-24,4,College/Grad Student,98052,12
1701,F,Female,25,25-34,4,College/Grad Student,97233,12
1724,M,Male,18,18-24,4,College/Grad Student,00961,12
1778,M,Male,18,18-24,4,College/Grad Student,94704,12
1780,M,Male,35,35-44,1,Academic/Educator,22181,12
1794,M,Male,25,25-34,11,Lawyer,20878,12
1806,M,Male,18,18-24,4,College/Grad Student,22032,12
1812,F,Female,25,25-34,12,Programmer,48103,12
1824,F,Female,18,18-24,4,College/Grad Student,43560,12
1825,M,Male,25,25-34,7,Executive/Managerial,50310,12
1833,M,Male,18,18-24,17,Technician/Engineer,07030,12
1842,M,Male,18,18-24,4,College/Grad Student,53190,12
1879,M,Male,25,25-34,4,College/Grad Student,29732,12
1889,M,Male,18,18-24,14,Sales/Marketing,80023,12
1908,M,Male,56,56+,13,Retired,95129,12
1949,M,Male,18,18-24,17,Technician/Engineer,92595,12
1958,F,Female,25,25-34,1,Academic/Educator,17055,12
1962,F,Female,18,18-24,1,Academic/Educator,60914,12
1968,M,Male,25,25-34,11,Lawyer,85258,12
1969,F,Female,25,25-34,3,Clerical/Admin,92116,12
1976,M,Male,35,35-44,5,Customer Service,58703,12
1982,M,Male,1,Under 18,10,K-12 Student,80540,12
2041,F,Female,25,25-34,20,Writer,24015,12
2047,M,Male,1,Under 18,10,K-12 Student,06437,12
2073,F,Female,18,18-24,4,College/Grad Student,13148,12
2078,M,Male,18,18-24,4,College/Grad Student,13323,12
2084,M,Male,18,18-24,4,College/Grad Student,23186,12
2106,F,Female,18,18-24,20,Writer,495321,12
2116,M,Male,18,18-24,4,College/Grad Student,49546,12
2127,M,Male,18,18-24,4,College/Grad Student,12309,12
2136,M,Male,35,35-44,18,Tradesman/Craftsman,13027,12
2178,M,Male,45,45-49,14,Sales/Marketing,85251,12
2187,M,Male,45,45-49,16,Self-Employed,60126,12
2190,F,Female,25,25-34,15,Scientist,27603,12
2206,M,Male,45,45-49,7,Executive/Managerial,11201,12
2219,M,Male,25,25-34,6,Doctor/Health Care,60060,12
2230,F,Female,45,45-49,1,Academic/Educator,60302,12
2232,M,Male,25,25-34,14,Sales/Marketing,60061,12
2233,F,Female,35,35-44,3,Clerical/Admin,60187,12
2235,M,Male,1,Under 18,10,K-12 Student,46324,12
2237,F,Female,35,35-44,6,Doctor/Health Care,14905,12
2242,M,Male,18,18-24,4,College/Grad Student,60115,12
2261,M,Male,25,25-34,5,Customer Service,33025,12
2264,F,Female,45,45-49,7,Executive/Managerial,37877,12
2266,F,Female,50,50-55,2,Artist,48118,12
2276,M,Male,56,56+,13,Retired,44143,12
2368,F,Female,56,56+,13,Retired,13057,12
2380,M,Male,25,25-34,4,College/Grad Student,22903,12
2410,M,Male,56,56+,7,Executive/Managerial,06071,12
2414,M,Male,25,25-34,1,Academic/Educator,49503,12
2429,M,Male,25,25-34,2,Artist,22903,12
2436,M,Male,25,25-34,7,Executive/Managerial,22902,12
2453,M,Male,25,25-34,7,Executive/Managerial,55429,12
2459,M,Male,50,50-55,7,Executive/Managerial,44313,12
2468,M,Male,50,50-55,1,Academic/Educator,44240,12
2472,M,Male,25,25-34,18,Tradesman/Craftsman,37922,12
2485,M,Male,35,35-44,14,Sales/Marketing,95746,12
2540,F,Female,45,45-49,6,Doctor/Health Care,42420,12
2581,M,Male,25,25-34,11,Lawyer,60611,12
2585,M,Male,45,45-49,15,Scientist,64081-8102,12
2611,M,Male,25,25-34,3,Clerical/Admin,07719,12
2629,M,Male,25,25-34,11,Lawyer,15237,12
2641,M,Male,25,25-34,6,Doctor/Health Care,19428,12
2654,F,Female,35,35-44,9,Homemaker,48336,12
2664,M,Male,35,35-44,7,Executive/Managerial,52402,12
2676,M,Male,56,56+,20,Writer,78731,12
2700,M,Male,25,25-34,7,Executive/Managerial,30117,12
2738,F,Female,50,50-55,2,Artist,22181,12
2743,M,Male,25,25-34,14,Sales/Marketing,72601,12
2776,M,Male,25,25-34,14,Sales/Marketing,22205,12
2777,M,Male,18,18-24,4,College/Grad Student,95326,12
2882,M,Male,18,18-24,20,Writer,78759,12
2926,F,Female,18,18-24,2,Artist,55118,12
2931,M,Male,18,18-24,4,College/Grad Student,16803,12
2933,M,Male,35,35-44,11,Lawyer,32082,12
2934,F,Female,35,35-44,20,Writer,91324,12
2937,F,Female,18,18-24,4,College/Grad Student,48103,12
2980,M,Male,45,45-49,7,Executive/Managerial,91766,12
3014,M,Male,35,35-44,7,Executive/Managerial,06430,12
3029,M,Male,18,18-24,4,College/Grad Student,92037,12
3031,M,Male,18,18-24,4,College/Grad Student,48135,12
3057,F,Female,25,25-34,12,Programmer,55438,12
3065,F,Female,18,18-24,4,College/Grad Student,48135,12
3082,F,Female,35,35-44,6,Doctor/Health Care,45459,12
3086,M,Male,18,18-24,12,Programmer,98105,12
3125,M,Male,25,25-34,7,Executive/Managerial,10025,12
3129,M,Male,25,25-34,7,Executive/Managerial,21117,12
3163,M,Male,18,18-24,15,Scientist,95616,12
3182,M,Male,25,25-34,12,Programmer,12866,12
3205,F,Female,35,35-44,16,Self-Employed,80304,12
3213,F,Female,25,25-34,1,Academic/Educator,83705,12
